accession	reference_length	covered_bases	reads_mapped	avg_coverage	Sample_ID	PoolID
NC_045512.2	29903	256	18	0.084663734	UJDGQQ	p1835
KY316160.1	34169	21553	2089	8.582087	UJDGQQ	p1835
L19443.1	34214	4708	249	1.020755	UJDGQQ	p1835
AB008254.1	750	238	18	6.0816665	UJDGQQ	p1835
AB008298.1	2359	740	15	0.64418286	UJDGQQ	p1835
AB010145.1	8251	729	49	0.8449574	UJDGQQ	p1835
AB186897.1	2525	1805	352	19.691368	UJDGQQ	p1835
AB220921.1	7559	276	12	0.2222972	UJDGQQ	p1835
AB308374.1	6673	5336	1687	35.429405	UJDGQQ	p1835
AB331651.1	7399	108	5	0.061801627	UJDGQQ	p1835
AB433629.1	7349	89	1	0.0123628285	UJDGQQ	p1835
AB623037.2	7442	4146	232	4.533461	UJDGQQ	p1835
AB775659.2	7521	55	1	0.013295347	UJDGQQ	p1835
AB792642.1	1062	1012	1219	186.48465	UJDGQQ	p1835
AF043303.1	4679	1773	110	3.3746965	UJDGQQ	p1835
AF092924.1	8832	553	34	0.5601244	UJDGQQ	p1835
AF108105.1	35100	2276	110	0.44148785	UJDGQQ	p1835
AF144797.1	750	155	1	0.365	UJDGQQ	p1835
AF144800.1	750	62	1	0.10333333	UJDGQQ	p1835
AF165219.1	675	488	35	7.6171427	UJDGQQ	p1835
AF218266.2	3909	513	28	1.0172918	UJDGQQ	p1835
AF260508.1	6759	2540	640	13.439855	UJDGQQ	p1835
AF356697.1	8072	466	8	0.1268619	UJDGQQ	p1835
AF368033.1	3854	288	26	0.962743	UJDGQQ	p1835
AF401755.1	2359	1567	182	11.784518	UJDGQQ	p1835
AF495467.1	5097	468	21	0.56599957	UJDGQQ	p1835
AF536531.1	9812	268	12	0.17253156	UJDGQQ	p1835
AJ249939.1	7490	1332	48	0.86839235	UJDGQQ	p1835
AJ303139.1	2736	340	6	0.3507347	UJDGQQ	p1835
AJ493062.2	7415	229	2	0.031520993	UJDGQQ	p1835
AY134748.1	7537	415	78	1.4660891	UJDGQQ	p1835
AY237415.2	7541	105	1	0.014206467	UJDGQQ	p1835
AY237420.2	7458	237	6	0.11590038	UJDGQQ	p1835
AY382779.2	7438	171	14	0.27442372	UJDGQQ	p1835
AY429470.1	7401	104	1	0.014342849	UJDGQQ	p1835
AY634314.1	8026	418	14	0.24415947	UJDGQQ	p1835
AY641737.1	3958	97	1	0.02547269	UJDGQQ	p1835
AY646854.2	7429	70	1	0.009616706	UJDGQQ	p1835
AY646856.2	7500	4644	464	8.875918	UJDGQQ	p1835
AY720891.1	6723	3133	395	8.063441	UJDGQQ	p1835
AY772730.1	7579	144	2	0.035132587	UJDGQQ	p1835
AY816181.1	1062	67	1	0	UJDGQQ	p1835
D00325.1	1356	152	21	1.2686567	UJDGQQ	p1835
D13403.1	2359	1414	375	23.908556	UJDGQQ	p1835
D14724.1	2361	209	6	0.43962008	UJDGQQ	p1835
D38150.1	1567	180	1	0.05010586	UJDGQQ	p1835
DQ125333.1	7437	2444	179	3.389598	UJDGQQ	p1835
DQ473492.1	7140	288	14	0.27753934	UJDGQQ	p1835
DQ664184.1	3854	125	1	0.0337473	UJDGQQ	p1835
DQ664188.1	2203	212	13	0.5474915	UJDGQQ	p1835
EF059918.1	750	729	9022	1915.7367	UJDGQQ	p1835
EF059923.1	2359	2358	11489	730.25214	UJDGQQ	p1835
EF422221.1	7562	294	6	0.15393956	UJDGQQ	p1835
EF467176.1	7326	302	22	0.3684504	UJDGQQ	p1835
EF555645.1	7438	134	7	0.06572448	UJDGQQ	p1835
EF681764.1	7229	260	8	0.1462071	UJDGQQ	p1835
EU410348.1	7423	795	42	0.826069	UJDGQQ	p1835
EU410349.1	7384	266	2	0.036770806	UJDGQQ	p1835
EU556224.1	7146	121	2	0.03158948	UJDGQQ	p1835
EU708890.1	3269	53	1	0	UJDGQQ	p1835
EU708899.1	704	127	8	0.62274367	UJDGQQ	p1835
EU708900.1	631	225	12	1.8212059	UJDGQQ	p1835
EU796884.1	7899	709	36	0.6941541	UJDGQQ	p1835
FJ025921.1	36635	219	4	0.013813896	UJDGQQ	p1835
FJ222451.1	6171	2202	122	2.6796212	UJDGQQ	p1835
FJ361201.1	3267	2546	302	12.491178	UJDGQQ	p1835
FJ361202.1	2673	437	20	0.82718986	UJDGQQ	p1835
FJ361206.1	1194	317	11	1.8639847	UJDGQQ	p1835
FJ361210.1	528	142	7	0.82539684	UJDGQQ	p1835
FJ755404.1	6771	2498	233	4.7696724	UJDGQQ	p1835
FJ755405.1	6771	3527	568	12.018728	UJDGQQ	p1835
FJ941110.1	700	211	22	3.969091	UJDGQQ	p1835
FJ947080.1	7476	144	4	0.07343707	UJDGQQ	p1835
FJ973560.1	4958	3328	298	8.433652	UJDGQQ	p1835
FJ973620.1	6586	6006	905	18.949038	UJDGQQ	p1835
FM955839.1	7380	426	13	0.25739974	UJDGQQ	p1835
FM955842.1	7412	84	1	0.011567062	UJDGQQ	p1835
GQ225794.1	1194	444	70	7.5708814	UJDGQQ	p1835
GQ225800.1	597	88	1	0.196868	UJDGQQ	p1835
GQ225836.1	2643	91	1	0.036502205	UJDGQQ	p1835
GQ415660.1	6534	199	4	0.093045115	UJDGQQ	p1835
GQ428137.1	1060	165	2	0.114285715	UJDGQQ	p1835
GQ428139.1	751	118	1	0.113144755	UJDGQQ	p1835
GQ428140.1	667	84	1	0.16247582	UJDGQQ	p1835
GQ463194.1	712	81	1	0.016014235	UJDGQQ	p1835
GQ845442.1	7304	166	15	0.3080794	UJDGQQ	p1835
GU017903.2	7529	2591	171	3.2162895	UJDGQQ	p1835
GU550508.1	7394	151	54	1.0601877	UJDGQQ	p1835
GU589577.1	3860	144	9	0.34285715	UJDGQQ	p1835
GU589581.1	2207	257	14	0.9635391	UJDGQQ	p1835
GU589584.1	1331	316	7	0.876376	UJDGQQ	p1835
GU937877.1	3302	3281	2987	132.33757	UJDGQQ	p1835
GU937879.1	2591	430	18	0.8738222	UJDGQQ	p1835
GU937881.1	1356	1270	2459	289.5564	UJDGQQ	p1835
GU937884.1	1059	300	4	0.4147415	UJDGQQ	p1835
GU937886.1	751	174	2	0.13144758	UJDGQQ	p1835
GU984754.1	2361	241	8	0.5106287	UJDGQQ	p1835
GU984757.1	1356	853	51	5.309287	UJDGQQ	p1835
GU991355.1	7544	225	12	0.23464972	UJDGQQ	p1835
HF930491.1	7359	493	8	0.18962409	UJDGQQ	p1835
HM011556.1	5387	1280	104	2.734199	UJDGQQ	p1835
HM011566.1	4952	238	5	0.20220742	UJDGQQ	p1835
HM035533.1	700	594	109	22.243637	UJDGQQ	p1835
HM145750.1	4944	97	1	0.020233626	UJDGQQ	p1835
HM237363.1	6772	993	47	0.86710966	UJDGQQ	p1835
HM999988.1	7319	302	16	0.2897196	UJDGQQ	p1835
HM999995.1	7715	151	4	0.06318572	UJDGQQ	p1835
HM999997.1	7375	378	16	0.29993078	UJDGQQ	p1835
HM999998.1	7265	214	8	0.13478567	UJDGQQ	p1835
HQ392470.1	29255	68	1	0.0035732691	UJDGQQ	p1835
HQ440224.1	1062	98	2	0.0745614	UJDGQQ	p1835
HQ834197.1	3302	197	2	0.097398475	UJDGQQ	p1835
HQ834203.1	1059	174	3	0.86578655	UJDGQQ	p1835
HQ834205.1	751	155	3	0.26788685	UJDGQQ	p1835
J02226.1	5130	4572	1085	30.013855	UJDGQQ	p1835
J02400.1	5243	5243	4302	117.136856	UJDGQQ	p1835
JF304768.1	7480	294	10	0.17544338	UJDGQQ	p1835
JF742759.1	6119	3012	125	2.8900988	UJDGQQ	p1835
JF831951.1	654	77	1	0.15277778	UJDGQQ	p1835
JF831955.1	672	199	4	0.5421456	UJDGQQ	p1835
JN254802.1	36711	866	25	0.091600336	UJDGQQ	p1835
JN542510.1	7404	1643	118	2.1075268	UJDGQQ	p1835
JN799426.1	3857	1406	77	2.6884272	UJDGQQ	p1835
JN799428.1	3903	1959	112	3.9480417	UJDGQQ	p1835
JQ412759.1	2204	365	36	2.3943524	UJDGQQ	p1835
JQ423898.1	1059	478	15	1.8844885	UJDGQQ	p1835
JQ423899.1	1076	121	1	0.012958963	UJDGQQ	p1835
JQ423900.1	750	310	681	134.51334	UJDGQQ	p1835
JQ423902.1	3302	53	1	0.01681472	UJDGQQ	p1835
JQ423903.1	2708	596	21	1.0824863	UJDGQQ	p1835
JQ423904.1	2591	127	1	0.20688243	UJDGQQ	p1835
JQ911594.1	7696	1596	63	1.0719587	UJDGQQ	p1835
JX174176.1	7397	405	5	0.09355596	UJDGQQ	p1835
JX195074.1	3302	2387	1792	78.15609	UJDGQQ	p1835
JX195075.1	2735	1751	1026	55.774082	UJDGQQ	p1835
JX195076.1	2591	2588	19439	1125.4158	UJDGQQ	p1835
JX195078.1	1356	1344	22096	2508.8042	UJDGQQ	p1835
JX195080.1	1567	1559	5787	589.4192	UJDGQQ	p1835
JX195081.1	1059	1057	2681	390.69528	UJDGQQ	p1835
JX195082.1	1074	786	69	9.435065	UJDGQQ	p1835
JX195083.1	750	370	11	1.2866666	UJDGQQ	p1835
JX195084.1	664	639	2528	613.27045	UJDGQQ	p1835
JX304792.1	7549	294	5	0.061089337	UJDGQQ	p1835
JX310702.1	2034	302	4	0.279724	UJDGQQ	p1835
JX390654.1	7425	54	1	0.0074226805	UJDGQQ	p1835
JX413108.1	7214	302	32	0.6027746	UJDGQQ	p1835
JX846927.1	7534	1236	52	1.0048754	UJDGQQ	p1835
JX857870.1	6124	281	6	0.10947439	UJDGQQ	p1835
JX971570.1	2717	289	6	0.36268017	UJDGQQ	p1835
JX971571.1	2591	164	3	0.19090536	UJDGQQ	p1835
JX989075.1	7550	119	8	0.12756757	UJDGQQ	p1835
K02086.1	1356	321	3	1.1865672	UJDGQQ	p1835
KC152922.1	685	191	57	8.633645	UJDGQQ	p1835
KC631814.1	7575	272	18	0.3344108	UJDGQQ	p1835
KC782514.2	1566	1549	1557	152.78319	UJDGQQ	p1835
KC782515.2	1059	1054	709	93.141914	UJDGQQ	p1835
KC782516.2	1066	1031	870	129.29039	UJDGQQ	p1835
KC782518.2	816	777	719	137.39189	UJDGQQ	p1835
KC782520.2	2687	2650	5012	268.02246	UJDGQQ	p1835
KC832887.1	7598	55	1	0.0073845326	UJDGQQ	p1835
KF039910.1	6792	2482	335	6.823547	UJDGQQ	p1835
KF294862.1	2282	212	6	0.42542213	UJDGQQ	p1835
KF306214.1	7605	289	4	0.056338027	UJDGQQ	p1835
KF312882.1	7428	195	4	0.061830174	UJDGQQ	p1835
KF360047.1	34163	440	5	0.018845735	UJDGQQ	p1835
KF537682.1	656	236	133	36.001976	UJDGQQ	p1835
KF792837.1	5479	3791	326	8.441734	UJDGQQ	p1835
KF990476.1	7420	99	1	0.013617607	UJDGQQ	p1835
KJ196277.1	7554	76	1	0.010264722	UJDGQQ	p1835
KJ196295.1	7543	3111	163	3.04883	UJDGQQ	p1835
KJ541164.1	7411	93	1	0.012808153	UJDGQQ	p1835
KJ541167.1	7371	104	5	0.05677884	UJDGQQ	p1835
KJ685410.1	6428	221	3	0.03759159	UJDGQQ	p1835
KM023140.1	7998	2969	160	2.8885067	UJDGQQ	p1835
KM369887.2	1485	152	11	1.1955056	UJDGQQ	p1835
KM454482.1	2686	50	1	0.019716088	UJDGQQ	p1835
KP289357.1	7398	75	1	0.010347682	UJDGQQ	p1835
KP404149.1	6617	634	13	0.24911088	UJDGQQ	p1835
KP714074.1	9786	75	1	0.0077833124	UJDGQQ	p1835
KR816170.1	7416	112	1	0.015414258	UJDGQQ	p1835
KR816182.1	7569	891	36	0.5750101	UJDGQQ	p1835
KT184855.1	5159	97	1	0.019365143	UJDGQQ	p1835
KT327081.1	7441	865	115	2.1414073	UJDGQQ	p1835
KT353723.1	7328	318	30	0.6173029	UJDGQQ	p1835
KT589391.1	7550	183	26	0.3741892	UJDGQQ	p1835
KT879915.1	7229	150	13	0.22602062	UJDGQQ	p1835
KT879920.1	7125	127	5	0.057491038	UJDGQQ	p1835
KT879921.1	7166	429	34	0.6704675	UJDGQQ	p1835
KT879925.1	7212	660	39	0.6888983	UJDGQQ	p1835
KU727766.1	5166	4745	578	15.845295	UJDGQQ	p1835
KU870455.1	7563	535	25	0.44098204	UJDGQQ	p1835
KX396056.1	7753	69	1	0.009075365	UJDGQQ	p1835
KX894315.1	7450	963	41	0.8042466	UJDGQQ	p1835
KY040274.1	192183	669	20	0.01703353	UJDGQQ	p1835
KY040275.1	188253	217	6	0.00692174	UJDGQQ	p1835
KY053144.1	3273	179	2	0.057316683	UJDGQQ	p1835
KY271948.1	7146	563	18	0.3354774	UJDGQQ	p1835
KY399057.1	1689	81	1	0.05263158	UJDGQQ	p1835
KY581736.1	4872	207	13	0.35980517	UJDGQQ	p1835
KY661949.1	1062	302	6	0.8969298	UJDGQQ	p1835
KY828851.1	7404	852	105	2.0016541	UJDGQQ	p1835
KY981561.1	7412	151	10	0.1854861	UJDGQQ	p1835
L13745.1	6828	5203	1441	30.32959	UJDGQQ	p1835
LC209435.1	7530	215	2	0.062195122	UJDGQQ	p1835
LC209439.1	7536	353	16	0.25196317	UJDGQQ	p1835
LC209440.1	7519	206	1	0.037997015	UJDGQQ	p1835
LC209450.1	7616	587	10	0.17037235	UJDGQQ	p1835
LC209451.1	7548	1076	137	2.631522	UJDGQQ	p1835
LC209457.1	7559	143	2	0.01930085	UJDGQQ	p1835
LN827554.1	165750	220	2	0.0013285024	UJDGQQ	p1835
LN854568.1	7550	412	10	0.15405406	UJDGQQ	p1835
LN854569.1	7579	66	1	0.008884103	UJDGQQ	p1835
LR027540.1	7398	433	15	0.241032	UJDGQQ	p1835
M12737.1	7654	604	16	0.24386993	UJDGQQ	p1835
M17463.1	7746	404	22	0.3807267	UJDGQQ	p1835
M55918.1	2319	833	37	2.3245735	UJDGQQ	p1835
MF083154.1	7417	126	8	0.091509566	UJDGQQ	p1835
MF118167.1	3925	2124	199	6.7954965	UJDGQQ	p1835
MF588728.1	7209	191	3	0.07508145	UJDGQQ	p1835
MF684776.1	6803	6657	1976	40.805202	UJDGQQ	p1835
MF944258.1	7484	286	2	0.038996454	UJDGQQ	p1835
MF947441.1	8244	6139	711	11.9979	UJDGQQ	p1835
MG012444.1	7483	415	15	0.2956498	UJDGQQ	p1835
MG012446.1	7398	283	13	0.25151765	UJDGQQ	p1835
MG212485.1	7395	138	1	0.01904762	UJDGQQ	p1835
MH043136.1	7441	77	2	0.017693046	UJDGQQ	p1835
MH144598.1	7375	78	1	0.0107958475	UJDGQQ	p1835
MH144604.1	6681	296	12	0.2558567	UJDGQQ	p1835
MH188020.1	5415	302	22	0.6089269	UJDGQQ	p1835
MH188038.1	2224	136	15	0.40260366	UJDGQQ	p1835
MH267269.1	3302	144	3	0.066307105	UJDGQQ	p1835
MH267271.1	2717	256	1	0.153097	UJDGQQ	p1835
MH817484.1	29137	73	4	0.008866044	UJDGQQ	p1835
MK073887.1	7691	1057	23	0.4260708	UJDGQQ	p1835
MK292705.1	2591	354	10	0.62761164	UJDGQQ	p1835
MK751430.1	1078	342	16	1.7920258	UJDGQQ	p1835
MK751433.1	2665	2572	1544	84.77097	UJDGQQ	p1835
MK751434.1	1825	63	1	0.03761194	UJDGQQ	p1835
MN181513.1	7310	101	1	0.014106145	UJDGQQ	p1835
NC_007543.1	1350	845	79	9.173333	UJDGQQ	p1835
NC_007545.1	1037	630	18	3.0405862	UJDGQQ	p1835
NC_007547.1	3309	2665	181	7.920228	UJDGQQ	p1835
NC_007570.1	1353	600	28	4.0507064	UJDGQQ	p1835
NC_007571.1	1063	629	49	7.8619933	UJDGQQ	p1835
NC_007572.1	2283	1942	164	10.583216	UJDGQQ	p1835
NC_007574.1	2166	343	3	0.13541667	UJDGQQ	p1835
NC_009334.1	172764	1086	17	0.014581668	UJDGQQ	p1835
NC_012800.1	7632	145	1	0.019379845	UJDGQQ	p1835
U07611.2	7513	151	1	0.020507945	UJDGQQ	p1835
U31779.1	7779	756	40	0.6580155	UJDGQQ	p1835
U31780.1	7368	290	18	0.36159602	UJDGQQ	p1835
U31781.1	7324	302	8	0.15319209	UJDGQQ	p1835
U31782.1	7452	1344	53	1.0113667	UJDGQQ	p1835
U31790.1	7184	154	3	0.049047485	UJDGQQ	p1835
U50869.1	7514	6695	2012	36.13566	UJDGQQ	p1835
U59105.1	751	271	4	0.50415975	UJDGQQ	p1835
U73947.1	1062	140	1	0.0756579	UJDGQQ	p1835
V01108.1	5153	3686	388	10.495703	UJDGQQ	p1835
X70828.1	7348	302	4	0.0798833	UJDGQQ	p1835
X74468.1	7412	282	14	0.27444232	UJDGQQ	p1835
X74469.1	7427	302	4	0.07448124	UJDGQQ	p1835
X74470.1	7685	793	42	0.7794293	UJDGQQ	p1835
X74480.1	7560	930	36	0.5784076	UJDGQQ	p1835
X76931.1	5669	654	42	1.0128647	UJDGQQ	p1835
Y15174.1	7549	210	22	0.4239762	UJDGQQ	p1835
Y15176.1	7427	1096	107	1.9348632	UJDGQQ	p1835
Z25771.1	6813	5850	1409	29.306168	UJDGQQ	p1835
JN867756.1	6635	146	6	0.13430995	UJDGQQ	p1835
FJ438903.1	7335	146	1	0.020320112	UJDGQQ	p1835
KU355876.1	7317	436	38	0.72485	UJDGQQ	p1835
DQ995647.1	7401	151	4	0.07405875	UJDGQQ	p1835
AF499643.1	7406	123	2	0.031835724	UJDGQQ	p1835
KC785530.1	7265	320	18	0.32312018	UJDGQQ	p1835
KC785528.1	7284	227	5	0.10737314	UJDGQQ	p1835
KC344833.1	7318	93	1	0.01297433	UJDGQQ	p1835
JX514942.1	7395	325	31	0.60096616	UJDGQQ	p1835
DQ902712.1	7423	151	9	0.17310601	UJDGQQ	p1835
AY843307.1	7413	68	1	0.0093625225	UJDGQQ	p1835
AY843306.1	7433	151	2	0.03830839	UJDGQQ	p1835
AY843298.1	7428	60	1	0.0010992031	UJDGQQ	p1835
AY556057.1	7410	117	2	0.032231405	UJDGQQ	p1835
AY421762.1	7434	51	1	0.0070016473	UJDGQQ	p1835
AY302559.1	7427	86	1	0.011818057	UJDGQQ	p1835
AF029859.2	7397	84	1	0.011591003	UJDGQQ	p1835
MF588750.1	7326	165	4	0.084169455	UJDGQQ	p1835
MF588746.1	7300	250	4	0.05090909	UJDGQQ	p1835
MF588733.1	7282	789	18	0.33160403	UJDGQQ	p1835
AY363727.1	3929	3117	3754	131.48955	UJDGQQ	p1835
KC832892.1	3876	51	1	0.025764896	UJDGQQ	p1835
JQ670669.1	4010	413	19	0.6145078	UJDGQQ	p1835
GQ468269.1	2127	1396	88	5.817906	UJDGQQ	p1835
KF741696.1	3959	483	41	1.5634024	UJDGQQ	p1835
JX204739.1	3914	143	4	0.1445271	UJDGQQ	p1835
KT319121.2	7077	85	1	0.001587989	UJDGQQ	p1835
DQ315670.1	7366	277	5	0.08675166	UJDGQQ	p1835
AF055846.1	7352	122	2	0.03374063	UJDGQQ	p1835
D87713.1	9391	83	1	0.008981712	UJDGQQ	p1835
AB021287.1	9228	151	6	0.087574355	UJDGQQ	p1835
KF861773.1	1730	759	279	24.15443	UJDGQQ	p1835
JQ776552.1	1688	262	20	1.7477243	UJDGQQ	p1835
HM627555.1	2591	73	1	0.022122081	UJDGQQ	p1835
KX814925.1	2684	586	27	1.2273086	UJDGQQ	p1835
KC960628.1	727	670	597	148.16638	UJDGQQ	p1835
KC960629.1	666	151	1	0.43217054	UJDGQQ	p1835
KX814957.1	2663	252	2	0.28651014	UJDGQQ	p1835
KX814958.1	2561	513	7	0.68975526	UJDGQQ	p1835
KX814962.1	702	367	165	22.842392	UJDGQQ	p1835
KX814946.1	2704	932	46	1.917776	UJDGQQ	p1835
KX814947.1	2591	518	107	6.158132	UJDGQQ	p1835
KX814949.1	1059	171	2	0.22332233	UJDGQQ	p1835
KX814942.1	1062	82	1	0.031798247	UJDGQQ	p1835
KC769372.1	2686	1892	9329	518.3849	UJDGQQ	p1835
KC769373.1	2530	660	65	3.1659663	UJDGQQ	p1835
KC769374.1	2333	739	339	21.562986	UJDGQQ	p1835
KC769366.1	1520	445	473	50.464233	UJDGQQ	p1835
KC769368.1	1015	758	929	154.38844	UJDGQQ	p1835
HQ661112.1	3302	1721	178	7.704632	UJDGQQ	p1835
HQ661113.1	2708	82	1	0.0039093043	UJDGQQ	p1835
HQ661114.1	2591	134	2	0.064317904	UJDGQQ	p1835
HQ661119.1	1059	155	10	1.0341034	UJDGQQ	p1835
EF583030.1	2676	199	1	0.18725257	UJDGQQ	p1835
EF583031.1	2508	996	196	12.957167	UJDGQQ	p1835
EF672585.1	1461	371	3	0.56292903	UJDGQQ	p1835
EF672589.1	537	102	1	0.07751938	UJDGQQ	p1835
KX778615.1	2328	1458	3053	192.792	UJDGQQ	p1835
KX778616.1	1461	738	467	49.710907	UJDGQQ	p1835
KX778618.1	933	249	18	1.5491699	UJDGQQ	p1835
KU048654.1	1062	1060	3417	509.89145	UJDGQQ	p1835
KF577842.1	1176	125	2	0.582846	UJDGQQ	p1835
KF577848.1	597	109	7	1.3847874	UJDGQQ	p1835
KY055427.1	3304	109	2	0.03043754	UJDGQQ	p1835
KY055429.1	2585	2098	1603	93.23819	UJDGQQ	p1835
KY055430.1	2300	115	22	1.087907	UJDGQQ	p1835
KY055434.1	1018	225	2	0.17511521	UJDGQQ	p1835
FJ206143.1	1059	191	5	0.38063806	UJDGQQ	p1835
FJ206135.1	723	99	6	0.6876091	UJDGQQ	p1835
GU827406.1	3302	1054	38	1.7471447	UJDGQQ	p1835
GU827409.1	2359	1303	485	28.354912	UJDGQQ	p1835
GU827412.1	1578	134	3	0.23459384	UJDGQQ	p1835
FJ495126.1	3302	163	1	0.040926397	UJDGQQ	p1835
KC257095.1	1191	541	162	21.664745	UJDGQQ	p1835
JX036366.1	2708	1949	608	33.589523	UJDGQQ	p1835
JX036373.1	1078	501	76	9.050647	UJDGQQ	p1835
JX036375.1	667	588	484	133.01353	UJDGQQ	p1835
KC178814.1	1062	843	176	25.929825	UJDGQQ	p1835
KC178781.1	2591	177	2	0.08643998	UJDGQQ	p1835
KJ187603.1	1356	146	5	0.22222222	UJDGQQ	p1835
KJ187604.1	1062	465	18	2.5975878	UJDGQQ	p1835
KU048554.1	2735	2685	4827	258.38724	UJDGQQ	p1835
KU048584.1	2591	502	28	1.931995	UJDGQQ	p1835
JX040418.1	750	617	743	178.69167	UJDGQQ	p1835
JX040433.1	906	582	361	67.20899	UJDGQQ	p1835
KT887535.1	1191	519	193	24.853987	UJDGQQ	p1835
KT887538.1	951	147	34	3.0287142	UJDGQQ	p1835
KY077642.1	2057	73	1	0.03828002	UJDGQQ	p1835
KX988277.1	2580	58	1	0.002057613	UJDGQQ	p1835
KX988283.1	1070	115	1	0.006521739	UJDGQQ	p1835
KX988280.1	1037	140	2	0.4689966	UJDGQQ	p1835
KX988284.1	750	277	10	0.7633333	UJDGQQ	p1835
DQ146672.1	2753	2237	1493	81.38033	UJDGQQ	p1835
DQ146673.1	2591	1058	114	4.4907823	UJDGQQ	p1835
KJ659443.1	2683	250	3	0.15831031	UJDGQQ	p1835
KJ659444.1	2530	158	1	0.05252101	UJDGQQ	p1835
LC095936.1	2665	127	1	0.050497018	UJDGQQ	p1835
LC095937.1	2550	141	1	0.17166667	UJDGQQ	p1835
FJ423147.1	2717	1278	510	26.313206	UJDGQQ	p1835
EU979379.1	2359	321	10	0.33680397	UJDGQQ	p1835
JN104611.1	3302	349	2	0.11548223	UJDGQQ	p1835
JN104612.1	2717	167	1	0.08453447	UJDGQQ	p1835
JN104616.1	1059	263	549	57.513752	UJDGQQ	p1835
JN104618.1	750	156	11	1.8716667	UJDGQQ	p1835
U54773.1	1182	541	158	21.135658	UJDGQQ	p1835
KM026620.1	954	219	9	1.369403	UJDGQQ	p1835
KM027104.1	831	457	85	5.750367	UJDGQQ	p1835
MF161804.1	634	536	1099	307.16116	UJDGQQ	p1835
KJ820836.1	3269	229	3	0.25232446	UJDGQQ	p1835
KJ820840.1	1319	190	3	0.24636441	UJDGQQ	p1835
KF371681.1	1356	382	6	0.90961856	UJDGQQ	p1835
KF371682.1	1062	1024	929	132.0647	UJDGQQ	p1835
JQ863315.1	1529	626	27	3.8034809	UJDGQQ	p1835
JQ863316.1	1059	177	1	0.12431243	UJDGQQ	p1835
JQ863314.1	1063	139	3	0.29572836	UJDGQQ	p1835
AB938301.1	751	157	2	0.31447586	UJDGQQ	p1835
KC580629.1	1519	305	2	0.17531045	UJDGQQ	p1835
KT695085.1	2359	1641	893	49.555004	UJDGQQ	p1835
KT695089.1	1059	149	2	0.08140814	UJDGQQ	p1835
KC580008.1	2333	941	27	1.7049931	UJDGQQ	p1835
KC580001.1	1000	89	3	0.31294116	UJDGQQ	p1835
KU356671.1	751	188	3	0.36106488	UJDGQQ	p1835
KU356614.1	1059	864	575	91.87239	UJDGQQ	p1835
KU356605.1	751	536	643	126.326126	UJDGQQ	p1835
JN258402.1	1014	217	5	0.5960648	UJDGQQ	p1835
HM773795.1	1023	323	8	0.66323024	UJDGQQ	p1835
KY865344.1	3309	280	3	0.13358657	UJDGQQ	p1835
KY865349.1	1063	295	5	0.78422785	UJDGQQ	p1835
KY865351.1	1037	331	17	2.5084555	UJDGQQ	p1835
KT206197.1	2736	1547	70	4.197989	UJDGQQ	p1835
KX655509.1	2361	375	17	0.79149705	UJDGQQ	p1835
FJ947522.1	1043	69	1	0	UJDGQQ	p1835
KJ752620.1	2530	483	5	0.47731093	UJDGQQ	p1835
KJ752614.1	1003	72	1	0.08440797	UJDGQQ	p1835
KJ879458.1	606	209	128	37.901318	UJDGQQ	p1835
KT878999.1	951	98	3	0.062421974	UJDGQQ	p1835
LC326508.1	1356	89	1	0.047263682	UJDGQQ	p1835
LC328188.1	3302	974	42	1.9381346	UJDGQQ	p1835
LC328190.1	2697	186	18	0.73969376	UJDGQQ	p1835
LC328194.1	1578	321	15	1.3529412	UJDGQQ	p1835
LC328182.1	1062	522	112	14.803728	UJDGQQ	p1835
MG181384.1	2359	875	561	35.91399	UJDGQQ	p1835
MG181387.1	1567	942	179	17.501059	UJDGQQ	p1835
MG181720.1	750	618	143	27.146667	UJDGQQ	p1835
KU597749.1	1020	170	3	0.1954023	UJDGQQ	p1835
LC328233.1	2697	864	163	8.707499	UJDGQQ	p1835
LC328215.1	2359	2270	2942	187.21095	UJDGQQ	p1835
LC328228.1	2676	65	1	0.025732383	UJDGQQ	p1835
KJ412794.1	1016	965	930	155.86606	UJDGQQ	p1835
KJ870889.1	3302	648	63	2.4016497	UJDGQQ	p1835
LC061619.1	2639	152	1	0.2057051	UJDGQQ	p1835
JN128997.1	954	160	488	38.689056	UJDGQQ	p1835
KJ751729.1	1023	233	44	6.4765177	UJDGQQ	p1835
KJ753392.1	2530	1208	241	13.194118	UJDGQQ	p1835
LC208010.1	1320	101	3	0.06923077	UJDGQQ	p1835
KJ639017.1	1062	1013	617	94.6579	UJDGQQ	p1835
KC686984.1	1914	1244	400	28.486395	UJDGQQ	p1835
KC687007.1	1367	978	852	96.088745	UJDGQQ	p1835
KP882187.1	2316	1614	2428	140.64728	UJDGQQ	p1835
KC175185.1	1343	778	288	33.717518	UJDGQQ	p1835
AB924106.1	3302	68	1	0.021573603	UJDGQQ	p1835
AB924110.1	1356	244	23	2.6981757	UJDGQQ	p1835
AB924113.1	1059	330	8	0.51265126	UJDGQQ	p1835
AB924115.1	750	220	9	0.7033333	UJDGQQ	p1835
GU189551.1	3302	308	5	0.40767765	UJDGQQ	p1835
GU189557.1	1076	84	2	0.025917927	UJDGQQ	p1835
GU189558.1	750	156	5	1.9233333	UJDGQQ	p1835
JF796702.1	2716	239	36	2.0319564	UJDGQQ	p1835
JF796697.1	1059	111	1	0.05720572	UJDGQQ	p1835
