accession	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
MW548506.1	9096	Acheta domesticus Iflavirus isolate 72-frass polyprotein gene, complete cds	2812802	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Acheta domesticus Iflavirus	unclassified Acheta domesticus Iflavirus subspecies/strain	unclassified Acheta domesticus Iflavirus strain
MW557336.1	11093	Mediterranean bat virus isolate A09181, complete genome	2892035	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Vesiculovirus	Vesiculovirus mediterranean	Mediterranean bat virus	Mediterranean bat virus
MW561977.1	28850	Bangali torovirus strain Bangali/H.rufipes/2018 polyprotein 1ab, spike, membrane glycoprotein, hemagglutinin esterase, and N genes, complete cds	2816848	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Torovirus	Torovirus banli	Bangali torovirus	Bangali torovirus
MW722956.1	43739	Duck adenovirus 2 isolate GD, complete genome	1520006	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Duck aviadenovirus B	Duck adenovirus 2	Duck adenovirus 2
MW842984.1	2805	Torque teno equus virus 2 strain Alberta/2018, complete genome	2834153	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Mutorquevirus	Mutorquevirus equid2	Torque teno equus virus 2	Torque teno equus virus 2
MZ065536.1	7187	Bitu mammarenavirus isolate ANG0052 segment L, complete sequence	2845209	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Bitu mammarenavirus	unclassified Bitu mammarenavirus subspecies/strain	unclassified Bitu mammarenavirus strain
MZ065537.1	3374	Bitu mammarenavirus isolate ANG0052 segment S, complete sequence	2845209	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Bitu mammarenavirus	unclassified Bitu mammarenavirus subspecies/strain	unclassified Bitu mammarenavirus strain
MZ065540.1	7216	Kwanza mammarenavirus isolate ANG0206 segment L, complete sequence	2845210	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Kwanza mammarenavirus	unclassified Kwanza mammarenavirus subspecies/strain	unclassified Kwanza mammarenavirus strain
MZ065541.1	3421	Kwanza mammarenavirus isolate ANG0206 segment S, complete sequence	2845210	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Kwanza mammarenavirus	unclassified Kwanza mammarenavirus subspecies/strain	unclassified Kwanza mammarenavirus strain
MZ374448.1	7962	Human papillomavirus 52 isolate PAP3497, complete genome	10618	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	human papillomavirus 52	human papillomavirus 52
MZ509108.1	7871	Human papillomavirus 31 isolate InDRE 154, complete genome	10585	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	human papillomavirus 31	human papillomavirus 31
NC_001350.1	112930	Saimiriine herpesvirus 2 complete genome	10381	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Saimiriine gammaherpesvirus 2	unclassified Saimiriine gammaherpesvirus 2 subspecies/strain	unclassified Saimiriine gammaherpesvirus 2 strain
NC_001356.1	7815	Human papillomavirus - 1, complete genome	334203	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	unclassified Mupapillomavirus 1 subspecies/strain	unclassified Mupapillomavirus 1 strain
NC_001357.1	7857	Human papillomavirus - 18, complete genome	333761	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	human papillomavirus 18	human papillomavirus 18
NC_001366.1	8101	Theilovirus, complete genome	204711	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus B	Theilovirus	Theilovirus
NC_001434.1	7176	Hepatitis E virus, complete genome	291484	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	unclassified Hepeviridae genus	unclassified Hepeviridae species	unclassified Hepeviridae subspecies/strain	unclassified Hepeviridae strain
NC_001474.2	10723	Dengue virus 2, complete genome	11060	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Dengue virus	Dengue virus type 2	Dengue virus type 2
NC_001475.2	10707	Dengue virus 3, complete genome	11069	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Dengue virus	Dengue virus type 3	Dengue virus type 3
NC_001477.1	10735	Dengue virus 1, complete genome	11053	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Dengue virus	dengue virus type I	dengue virus type I
NC_001491.2	150224	Equid herpesvirus 1, complete genome	10326	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 1	unclassified Equid alphaherpesvirus 1 subspecies/strain	unclassified Equid alphaherpesvirus 1 strain
NC_001498.1	15894	Measles virus, complete genome	11234	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Morbillivirus	Measles morbillivirus	unclassified Measles morbillivirus subspecies/strain	unclassified Measles morbillivirus strain
NC_001512.1	11835	O'nyong-nyong virus, complete genome	2169701	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Onyong-nyong virus	unclassified Onyong-nyong virus subspecies/strain	unclassified Onyong-nyong virus strain
NC_001526.4	7906	Human papillomavirus type 16, complete genome	333760	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16	Human papillomavirus type 16
NC_001542.1	11932	Rabies virus, complete genome	11292	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Lyssavirus	Lyssavirus rabies	unclassified Lyssavirus rabies subspecies/strain	unclassified Lyssavirus rabies strain
NC_001563.2	10962	West Nile virus lineage 2, complete genome	11082	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	West Nile virus	unclassified West Nile virus subspecies/strain	unclassified West Nile virus strain
NC_001611.1	185578	Variola virus, complete genome	10255	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	unclassified Variola virus subspecies/strain	unclassified Variola virus strain
NC_001653.2	1682	Hepatitis delta virus, complete genome	12475	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Kolmioviridae	Deltavirus	Hepatitis delta virus	unclassified Hepatitis delta virus subspecies/strain	unclassified Hepatitis delta virus strain
NC_001664.4	159378	Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102	32603	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	unclassified Human betaherpesvirus 6A subspecies/strain	unclassified Human betaherpesvirus 6A strain
NC_001716.2	153080	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain
NC_001722.1	10359	Human immunodeficiency virus 2, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain
NC_001781.1	15225	Human orthopneumovirus Subgroup B, complete genome	11250	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	unclassified Human orthopneumovirus subspecies/strain	unclassified Human orthopneumovirus strain
NC_001786.1	11488	Barmah Forest virus, complete genome	11020	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Barmah Forest virus	unclassified Barmah Forest virus subspecies/strain	unclassified Barmah Forest virus strain
NC_001802.1	9181	Human immunodeficiency virus 1, complete genome	11676	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 1	unclassified Human immunodeficiency virus 1 subspecies/strain	unclassified Human immunodeficiency virus 1 strain
NC_001803.1	15191	Respiratory syncytial virus, complete genome	12814	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	unclassified Pneumoviridae genus	Respiratory syncytial virus	unclassified Respiratory syncytial virus subspecies/strain	unclassified Respiratory syncytial virus strain
NC_001809.1	10871	Louping ill virus, complete genome	11086	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Louping ill virus	unclassified Louping ill virus subspecies/strain	unclassified Louping ill virus strain
NC_001826.2	119451	Murine herpesvirus 68 strain WUMS, complete genome	33708	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Murid gammaherpesvirus 4	unclassified Murid gammaherpesvirus 4 subspecies/strain	unclassified Murid gammaherpesvirus 4 strain
NC_001959.2	7654	Norovirus GI, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
NC_001987.1	108409	Ateline herpesvirus 3 complete genome	85618	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 3	unclassified Ateline gammaherpesvirus 3 subspecies/strain	unclassified Ateline gammaherpesvirus 3 strain
NC_002017.1	1778	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4, complete sequence	211044	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
NC_002200.1	15384	Mumps orthorubulavirus genomic RNA, complete genome	2560602	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Mumps orthorubulavirus	unclassified Mumps orthorubulavirus subspecies/strain	unclassified Mumps orthorubulavirus strain
NC_002207.1	1882	Influenza B virus (B/Lee/1940) segment 4, complete sequence	518987	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Lee/1940)	Influenza B virus (B/Lee/1940)
NC_002306.3	29355	Feline infectious peritonitis virus, complete genome	11135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	Feline infectious peritonitis virus	Feline infectious peritonitis virus
NC_002617.1	15186	Newcastle disease virus B1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_002640.1	10649	Dengue virus 4, complete genome	11070	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Dengue virus	Dengue virus type 4	Dengue virus type 4
NC_002642.1	144575	Yaba-like disease virus, complete genome	132475	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Tanapox virus	Yaba-like disease virus	Yaba-like disease virus
NC_002665.1	108873	Bovine herpesvirus 4 long unique region, complete sequence	10385	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	unclassified Bovine gammaherpesvirus 4 subspecies/strain	unclassified Bovine gammaherpesvirus 4 strain
NC_003266.2	35994	Human adenovirus E, complete genome	130308	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus E	unclassified Human mastadenovirus E subspecies/strain	unclassified Human mastadenovirus E strain
NC_003310.1	196858	Monkeypox virus Zaire-96-I-16, complete genome	10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus	unclassified Monkeypox virus subspecies/strain	unclassified Monkeypox virus strain
NC_003521.1	241087	Panine herpesvirus 2 strain Heberling, complete genome	188763	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2	unclassified Panine betaherpesvirus 2 subspecies/strain	unclassified Panine betaherpesvirus 2 strain
NC_003663.2	224499	Cowpox virus, complete genome	10243	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox virus	unclassified Cowpox virus subspecies/strain	unclassified Cowpox virus strain
NC_003900.1	11824	Aura virus, complete genome	44158	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Aura virus	unclassified Aura virus subspecies/strain	unclassified Aura virus strain
NC_003908.1	11484	Western equine encephalomyelitis virus, complete genome	11039	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Western equine encephalitis virus	unclassified Western equine encephalitis virus subspecies/strain	unclassified Western equine encephalitis virus strain
NC_003977.2	3182	Hepatitis B virus (strain ayw) genome	10407	Viruses	Artverviricota	Revtraviricetes	Blubervirales	Hepadnaviridae	Orthohepadnavirus	Hepatitis B virus	unclassified Hepatitis B virus subspecies/strain	unclassified Hepatitis B virus strain
NC_003988.1	7374	Simian enterovirus A, complete genome	310907	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus H	unclassified Enterovirus H subspecies/strain	unclassified Enterovirus H strain
NC_003996.1	10053	Tamana bat virus, genome	161675	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Tamana bat virus	unclassified Tamana bat virus subspecies/strain	unclassified Tamana bat virus strain
NC_004102.1	9646	Hepatitis C virus genotype 1, complete genome	41856	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus C	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1
NC_004159.1	12255	Dugbe virus segment L, complete sequence	1980521	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	unclassified Dugbe orthonairovirus subspecies/strain	unclassified Dugbe orthonairovirus strain
NC_004162.2	11826	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain
NC_004180.1	1884	Colorado tick fever virus segment 9, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004181.1	4350	Colorado tick fever virus segment 1, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004183.1	3586	Colorado tick fever virus segment 3, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004184.1	3157	Colorado tick fever virus segment 4, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004185.1	2432	Colorado tick fever virus segment 5, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004186.1	2141	Colorado tick fever virus segment 6, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004187.1	2133	Colorado tick fever virus segment 7, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004188.1	2029	Colorado tick fever virus segment 8, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004189.1	1880	Colorado tick fever virus segment 10, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004190.1	675	Colorado tick fever virus segment 12, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004191.1	998	Colorado tick fever virus segment 11, complete sequence	46839	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Coltivirus	Colorado tick fever coltivirus	Colorado tick fever virus	Colorado tick fever virus
NC_004200.1	867	Banna virus segment 11, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004201.1	977	Banna virus strain JKT-6423 segment 10, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004202.1	1101	Banna virus segment 9, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004203.1	1119	Banna virus segment 8, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004204.1	1136	Banna virus segment 7, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004211.1	3747	Banna virus strain JKT-6423 segment 1, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
NC_004217.1	3048	Banna virus strain JKT-6423 segment 2, complete sequence	649604	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Seadornavirus	Banna virus	Banna virus strain JKT-6423	Banna virus strain JKT-6423
